Drug1_name,Drug1_ID,Chem_formula1,Drug2_name,drug2_Id,Chem_formula2,Severity,Interaction,Drug1_Description,Drug2_Description
Voriconazole,DB00582,C16H14F3N5O,Goserelin,DB00014,C59H84N18O14,MINOR,1,Voriconazole is a triazole compound used to treat fungal infections.,Goserelin is a synthetic analog of luteinizing hormone-releasing hormone used to treat breast cancer and prostate cancer by reducing secretion of gonadotropins from the pituitary.
Galantamine,DB00674,C17H21NO3,Tamoxifen,DB00675,C26H29NO,MAJOR,0,Galantamine is a cholinesterase inhibitor used to manage mild to moderate dementia associated with Alzheimer's Disease.,"Tamoxifen is a selective estrogen receptor modulator used to treat estrogen receptor positive breast cancer, reduce the risk of invasive breast cancer following surgery, or reduce the risk of breast cancer in high risk women."
Tamoxifen,DB00675,C26H29NO,Tizanidine,DB00697,C9H8ClN5S,MAJOR,0,"Tamoxifen is a selective estrogen receptor modulator used to treat estrogen receptor positive breast cancer, reduce the risk of invasive breast cancer following surgery, or reduce the risk of breast cancer in high risk women.",Tizanidine is an alpha-2 adrenergic agonist used for the short-term treatment of muscle spasticity.
Tizanidine,DB00697,C9H8ClN5S,Moexipril,DB00691,C27H34N2O7,MINOR,1,Tizanidine is an alpha-2 adrenergic agonist used for the short-term treatment of muscle spasticity.,Moexipril is an angiotensin converting enzyme inhibitor prodrug used to treat hypertension.
Galantamine,DB00674,C17H21NO3,Moexipril,DB00691,C27H34N2O7,MINOR,1,Galantamine is a cholinesterase inhibitor used to manage mild to moderate dementia associated with Alzheimer's Disease.,Moexipril is an angiotensin converting enzyme inhibitor prodrug used to treat hypertension.
Galantamine,DB00674,C17H21NO3,Tizanidine,DB00697,C9H8ClN5S,MINOR,1,Galantamine is a cholinesterase inhibitor used to manage mild to moderate dementia associated with Alzheimer's Disease.,Tizanidine is an alpha-2 adrenergic agonist used for the short-term treatment of muscle spasticity.
Moexipril,DB00691,C27H34N2O7,Goserelin,DB00014,C59H84N18O14,MINOR,1,Moexipril is an angiotensin converting enzyme inhibitor prodrug used to treat hypertension.,Goserelin is a synthetic analog of luteinizing hormone-releasing hormone used to treat breast cancer and prostate cancer by reducing secretion of gonadotropins from the pituitary.
Tamoxifen,DB00675,C26H29NO,Moexipril,DB00691,C27H34N2O7,MINOR,1,"Tamoxifen is a selective estrogen receptor modulator used to treat estrogen receptor positive breast cancer, reduce the risk of invasive breast cancer following surgery, or reduce the risk of breast cancer in high risk women.",Moexipril is an angiotensin converting enzyme inhibitor prodrug used to treat hypertension.
Tizanidine,DB00697,C9H8ClN5S,Goserelin,DB00014,C59H84N18O14,MINOR,1,Tizanidine is an alpha-2 adrenergic agonist used for the short-term treatment of muscle spasticity.,Goserelin is a synthetic analog of luteinizing hormone-releasing hormone used to treat breast cancer and prostate cancer by reducing secretion of gonadotropins from the pituitary.
Galantamine,DB00674,C17H21NO3,Goserelin,DB00014,C59H84N18O14,MINOR,1,Galantamine is a cholinesterase inhibitor used to manage mild to moderate dementia associated with Alzheimer's Disease.,Goserelin is a synthetic analog of luteinizing hormone-releasing hormone used to treat breast cancer and prostate cancer by reducing secretion of gonadotropins from the pituitary.
Tamoxifen,DB00675,C26H29NO,Goserelin,DB00014,C59H84N18O14,MINOR,1,"Tamoxifen is a selective estrogen receptor modulator used to treat estrogen receptor positive breast cancer, reduce the risk of invasive breast cancer following surgery, or reduce the risk of breast cancer in high risk women.",Goserelin is a synthetic analog of luteinizing hormone-releasing hormone used to treat breast cancer and prostate cancer by reducing secretion of gonadotropins from the pituitary.
Paroxetine,DB00715,C19H20FNO3,Trimipramine,DB00726,C20H26N2,MAJOR,0,"Paroxetine is a selective serotonin reuptake inhibitor used to treat major depressive disorder, panic disorder, OCD, social phobia, generalized anxiety disorder,  the vasomotor symptoms of menopause, and premenstrual dysphoric disorder.",Trimipramine is a tricyclic antidepressant used to treat depression.
Trimipramine,DB00726,C20H26N2,Goserelin,DB00014,C59H84N18O14,MINOR,1,Trimipramine is a tricyclic antidepressant used to treat depression.,Goserelin is a synthetic analog of luteinizing hormone-releasing hormone used to treat breast cancer and prostate cancer by reducing secretion of gonadotropins from the pituitary.
Ibandronate,DB00710,C9H23NO7P2,Goserelin,DB00014,C59H84N18O14,MINOR,1,Ibandronate is a bisphosphonate used to treat osteoporosis in postmenopausal women.,Goserelin is a synthetic analog of luteinizing hormone-releasing hormone used to treat breast cancer and prostate cancer by reducing secretion of gonadotropins from the pituitary.
Apomorphine,DB00714,C17H17NO2,Goserelin,DB00014,C59H84N18O14,MINOR,1,"Apomorphine is a morphine derivative D2 dopamine agonist used to treat hypomobile ""off"" episodes of advanced Parkinson's disease.",Goserelin is a synthetic analog of luteinizing hormone-releasing hormone used to treat breast cancer and prostate cancer by reducing secretion of gonadotropins from the pituitary.
Ibandronate,DB00710,C9H23NO7P2,Apomorphine,DB00714,C17H17NO2,MINOR,1,Ibandronate is a bisphosphonate used to treat osteoporosis in postmenopausal women.,"Apomorphine is a morphine derivative D2 dopamine agonist used to treat hypomobile ""off"" episodes of advanced Parkinson's disease."
Ibandronate,DB00710,C9H23NO7P2,Trimipramine,DB00726,C20H26N2,MINOR,1,Ibandronate is a bisphosphonate used to treat osteoporosis in postmenopausal women.,Trimipramine is a tricyclic antidepressant used to treat depression.
Propofol,DB00818,C12H18O,Indapamide,DB00808,C16H16ClN3O3S,MINOR,1,Propofol is a medication used in general anesthesia and for sedation.,Indapamide is a thiazide diuretic used to treat hypertension as well as edema due to congestive heart failure.
Propofol,DB00818,C12H18O,Goserelin,DB00014,C59H84N18O14,MINOR,1,Propofol is a medication used in general anesthesia and for sedation.,Goserelin is a synthetic analog of luteinizing hormone-releasing hormone used to treat breast cancer and prostate cancer by reducing secretion of gonadotropins from the pituitary.
Indapamide,DB00808,C16H16ClN3O3S,Risperidone,DB00734,C23H27FN4O2,MINOR,1,Indapamide is a thiazide diuretic used to treat hypertension as well as edema due to congestive heart failure.,"Risperidone is a second-generation antipsychotic medication used to treat a number of mental health disorders including schizophrenia, bipolar mania, psychosis, or as an adjunct in severe depression."
Propofol,DB00818,C12H18O,Risperidone,DB00734,C23H27FN4O2,MINOR,1,Propofol is a medication used in general anesthesia and for sedation.,"Risperidone is a second-generation antipsychotic medication used to treat a number of mental health disorders including schizophrenia, bipolar mania, psychosis, or as an adjunct in severe depression."
Isoflurane,DB00753,C3H2ClF5O,Indapamide,DB00808,C16H16ClN3O3S,MINOR,1,Isoflurane is an inhaled general anesthetic used in surgery.,Indapamide is a thiazide diuretic used to treat hypertension as well as edema due to congestive heart failure.
Risperidone,DB00734,C23H27FN4O2,Goserelin,DB00014,C59H84N18O14,MINOR,1,"Risperidone is a second-generation antipsychotic medication used to treat a number of mental health disorders including schizophrenia, bipolar mania, psychosis, or as an adjunct in severe depression.",Goserelin is a synthetic analog of luteinizing hormone-releasing hormone used to treat breast cancer and prostate cancer by reducing secretion of gonadotropins from the pituitary.
Isoflurane,DB00753,C3H2ClF5O,Goserelin,DB00014,C59H84N18O14,MINOR,1,Isoflurane is an inhaled general anesthetic used in surgery.,Goserelin is a synthetic analog of luteinizing hormone-releasing hormone used to treat breast cancer and prostate cancer by reducing secretion of gonadotropins from the pituitary.
Isoflurane,DB00753,C3H2ClF5O,Risperidone,DB00734,C23H27FN4O2,MINOR,1,Isoflurane is an inhaled general anesthetic used in surgery.,"Risperidone is a second-generation antipsychotic medication used to treat a number of mental health disorders including schizophrenia, bipolar mania, psychosis, or as an adjunct in severe depression."
Indapamide,DB00808,C16H16ClN3O3S,Goserelin,DB00014,C59H84N18O14,MINOR,1,Indapamide is a thiazide diuretic used to treat hypertension as well as edema due to congestive heart failure.,Goserelin is a synthetic analog of luteinizing hormone-releasing hormone used to treat breast cancer and prostate cancer by reducing secretion of gonadotropins from the pituitary.
Terbutaline,DB00871,C12H19NO3,Amantadine,DB00915,C10H17N,MINOR,1,Terbutaline is a beta-2 adrenergic agonist used as a bronchodilator and to prevent premature labor.,"Amantadine is a medication used to treat dyskinesia in Parkinson's patients receiving levodopa, as well as extrapyramidal side effects of medications."
Terbutaline,DB00871,C12H19NO3,Goserelin,DB00014,C59H84N18O14,MINOR,1,Terbutaline is a beta-2 adrenergic agonist used as a bronchodilator and to prevent premature labor.,Goserelin is a synthetic analog of luteinizing hormone-releasing hormone used to treat breast cancer and prostate cancer by reducing secretion of gonadotropins from the pituitary.
Vardenafil,DB00862,C23H32N6O4S,Terbutaline,DB00871,C12H19NO3,MINOR,1,Vardenafil is a phosphodiesterase 5 inhibitor used to treat erectile dysfunction.,Terbutaline is a beta-2 adrenergic agonist used as a bronchodilator and to prevent premature labor.
Vardenafil,DB00862,C23H32N6O4S,Amantadine,DB00915,C10H17N,MINOR,1,Vardenafil is a phosphodiesterase 5 inhibitor used to treat erectile dysfunction.,"Amantadine is a medication used to treat dyskinesia in Parkinson's patients receiving levodopa, as well as extrapyramidal side effects of medications."
Amantadine,DB00915,C10H17N,Metronidazole,DB00916,C6H9N3O3,MINOR,1,"Amantadine is a medication used to treat dyskinesia in Parkinson's patients receiving levodopa, as well as extrapyramidal side effects of medications.","Metronidazole is a nitroimidazole used to treat trichomoniasis, amebiasis, inflammatory lesions of rosacea, and bacterial infections, as well as prevent postoperative infections."
Amantadine,DB00915,C10H17N,Goserelin,DB00014,C59H84N18O14,MINOR,1,"Amantadine is a medication used to treat dyskinesia in Parkinson's patients receiving levodopa, as well as extrapyramidal side effects of medications.",Goserelin is a synthetic analog of luteinizing hormone-releasing hormone used to treat breast cancer and prostate cancer by reducing secretion of gonadotropins from the pituitary.
Metronidazole,DB00916,C6H9N3O3,Goserelin,DB00014,C59H84N18O14,MINOR,1,"Metronidazole is a nitroimidazole used to treat trichomoniasis, amebiasis, inflammatory lesions of rosacea, and bacterial infections, as well as prevent postoperative infections.",Goserelin is a synthetic analog of luteinizing hormone-releasing hormone used to treat breast cancer and prostate cancer by reducing secretion of gonadotropins from the pituitary.
Vardenafil,DB00862,C23H32N6O4S,Goserelin,DB00014,C59H84N18O14,MINOR,1,Vardenafil is a phosphodiesterase 5 inhibitor used to treat erectile dysfunction.,Goserelin is a synthetic analog of luteinizing hormone-releasing hormone used to treat breast cancer and prostate cancer by reducing secretion of gonadotropins from the pituitary.
Terbutaline,DB00871,C12H19NO3,Metronidazole,DB00916,C6H9N3O3,MINOR,1,Terbutaline is a beta-2 adrenergic agonist used as a bronchodilator and to prevent premature labor.,"Metronidazole is a nitroimidazole used to treat trichomoniasis, amebiasis, inflammatory lesions of rosacea, and bacterial infections, as well as prevent postoperative infections."
Salmeterol,DB00938,C25H37NO4,Felbamate,DB00949,C11H14N2O4,MINOR,1,Salmeterol is a long-acting beta-2 adrenergic receptor agonist used to treat asthma and COPD.,Felbamate is an anticonvulsant used to treat severe epilepsy.
Salmeterol,DB00938,C25H37NO4,Goserelin,DB00014,C59H84N18O14,MINOR,1,Salmeterol is a long-acting beta-2 adrenergic receptor agonist used to treat asthma and COPD.,Goserelin is a synthetic analog of luteinizing hormone-releasing hormone used to treat breast cancer and prostate cancer by reducing secretion of gonadotropins from the pituitary.
Famotidine,DB00927,C8H15N7O2S3,Maprotiline,DB00934,C20H23N,MINOR,1,"Famotidine is a histamine H2 receptor antagonist used to treat duodenal ulcers, benign gastric ulcers, GERD, and Zollinger-Ellison syndrome.","Maprotiline is a tetracyclic antidepressant used to treat depressive illness, major depressive disorder, bipolar disorder, and anxiety associated with depression."
Famotidine,DB00927,C8H15N7O2S3,Salmeterol,DB00938,C25H37NO4,MINOR,1,"Famotidine is a histamine H2 receptor antagonist used to treat duodenal ulcers, benign gastric ulcers, GERD, and Zollinger-Ellison syndrome.",Salmeterol is a long-acting beta-2 adrenergic receptor agonist used to treat asthma and COPD.
Famotidine,DB00927,C8H15N7O2S3,Felbamate,DB00949,C11H14N2O4,MINOR,1,"Famotidine is a histamine H2 receptor antagonist used to treat duodenal ulcers, benign gastric ulcers, GERD, and Zollinger-Ellison syndrome.",Felbamate is an anticonvulsant used to treat severe epilepsy.
